Date,Region,Temperature (K),Rainfall (mm),Humidity (%),Crop Yield Impact Score
2041-08-08,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-08,Camelot,305.45,463.2,55.6,1.51
2041-08-08,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-08,Arcadia,309.85,40.0,50.3,1.02
2041-08-08,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-08,Starling City,304.95,333.7,76.2,0.96
2041-08-08,Shangri-La,310.95,120.2,91.4,1.86
2041-08-08,Avalon,305.75,270.8,83.0,1.89
2041-08-08,Narnia,305.45,133.3,70.6,2.17
2041-08-08,Winterfell,305.35,350.4,54.8,0.94
2041-08-08,Gotham,300.35,126.2,77.5,0.82
2041-08-08,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-08,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-08,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-08,Wakanda,307.25,66.5,78.2,1.97
2041-08-08,Atlantis,306.15,251.7,65.6,1.16
2041-08-08,Rivendell,303.35,460.3,94.9,1.52
2041-08-08,Rivendell,303.35,460.3,94.9,1.52
2041-08-08,Winterfell,305.35,350.4,54.8,0.94
2041-08-08,Eldoria,296.35,221.8,69.0,0.87
2041-08-08,Olympus,303.45,75.4,50.8,1.3
2041-08-08,Metropolis,309.35,174.2,65.3,1.87
2041-08-08,Gotham,300.35,126.2,77.5,0.82
2041-08-08,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-08,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-08,Starling City,304.95,333.7,76.2,0.96
2041-08-08,Elysium,302.85,225.1,55.5,2.06
2041-08-08,Arcadia,309.85,40.0,50.3,1.02
2041-08-08,Dragonstone,302.85,322.9,88.5,1.86
2041-08-08,Elysium,302.85,225.1,55.5,2.06
2041-08-08,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-08,Zion,305.95,84.9,67.9,1.97
2041-08-08,Asgard,293.85,203.3,64.8,1.84
2041-08-08,Wakanda,307.25,66.5,78.2,1.97
2041-08-08,Winterfell,305.35,350.4,54.8,0.94
2041-08-08,Avalon,305.75,270.8,83.0,1.89
2041-08-08,Dragonstone,302.85,322.9,88.5,1.86
2041-08-08,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-08,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-08,Atlantis,306.15,251.7,65.6,1.16
2041-08-08,Gotham,300.35,126.2,77.5,0.82
2041-08-08,Narnia,305.45,133.3,70.6,2.17
2041-08-08,Narnia,305.45,133.3,70.6,2.17
2041-08-08,Emerald City,300.75,170.4,51.7,1.01
2041-08-08,Camelot,305.45,463.2,55.6,1.51
2041-08-08,Rivendell,303.35,460.3,94.9,1.52
2041-08-08,Starling City,304.95,333.7,76.2,0.96
2041-08-08,Arcadia,309.85,40.0,50.3,1.02
2041-08-08,Olympus,303.45,75.4,50.8,1.3
2041-08-08,Metropolis,309.35,174.2,65.3,1.87
2041-08-08,Arcadia,309.85,40.0,50.3,1.02
2041-08-08,Shangri-La,310.95,120.2,91.4,1.86
2041-08-08,Asgard,293.85,203.3,64.8,1.84
2041-08-08,Camelot,305.45,463.2,55.6,1.51
2041-08-08,Avalon,305.75,270.8,83.0,1.89
2041-08-08,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-08,Zion,305.95,84.9,67.9,1.97
2041-08-08,Pandora,308.04999999999995,250.8,66.2,1.94
2041-08-08,Wakanda,307.25,66.5,78.2,1.97
2041-08-08,Eldoria,296.35,221.8,69.0,0.87
2041-08-08,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-08,Camelot,305.45,463.2,55.6,1.51
2041-08-08,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-08,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-08,Asgard,293.85,203.3,64.8,1.84
2041-08-08,Atlantis,306.15,251.7,65.6,1.16
2041-08-08,Gotham,300.35,126.2,77.5,0.82
2041-08-08,Rivendell,303.35,460.3,94.9,1.52
2041-08-08,Winterfell,305.35,350.4,54.8,0.94
2041-08-08,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-08,Pandora,308.04999999999995,250.8,66.2,1.94
2041-08-08,Olympus,303.45,75.4,50.8,1.3
2041-08-08,Metropolis,309.35,174.2,65.3,1.87
2041-08-08,Arcadia,309.85,40.0,50.3,1.02
2041-08-08,Elysium,302.85,225.1,55.5,2.06
2041-08-08,Shangri-La,310.95,120.2,91.4,1.86
2041-08-08,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-08,Eldoria,296.35,221.8,69.0,0.87
2041-08-08,Shangri-La,310.95,120.2,91.4,1.86
2041-08-08,Asgard,293.85,203.3,64.8,1.84
2041-08-08,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-08,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-08,Starling City,304.95,333.7,76.2,0.96
2041-08-08,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-08,Avalon,305.75,270.8,83.0,1.89
2041-08-08,Dragonstone,302.85,322.9,88.5,1.86
2041-08-08,Narnia,305.45,133.3,70.6,2.17
2041-08-08,Emerald City,300.75,170.4,51.7,1.01
2041-08-08,Zion,305.95,84.9,67.9,1.97
2041-08-08,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-08,Pandora,308.04999999999995,250.8,66.2,1.94
2041-08-08,Wakanda,307.25,66.5,78.2,1.97
2041-08-08,Wakanda,307.25,66.5,78.2,1.97
2041-08-08,Dragonstone,302.85,322.9,88.5,1.86
2041-08-08,Narnia,305.45,133.3,70.6,2.17
2041-08-08,Emerald City,300.75,170.4,51.7,1.01
2041-08-08,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-08,Emerald City,300.75,170.4,51.7,1.01
2041-08-08,Asgard,293.85,203.3,64.8,1.84
2041-08-09,El Dorado,301.85,370.6,71.9,1.46
2041-08-09,Metropolis,309.35,174.2,65.3,1.87
2041-08-09,Elysium,302.85,225.1,55.5,2.06
2041-08-09,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-09,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-09,Emerald City,300.75,170.4,51.7,1.01
2041-08-09,Narnia,305.45,133.3,70.6,2.17
2041-08-09,Asgard,293.85,203.3,64.8,1.84
2041-08-09,Wakanda,307.25,66.5,78.2,1.97
2041-08-09,Arcadia,309.85,40.0,50.3,1.02
2041-08-09,Zion,305.95,84.9,67.9,1.97
2041-08-09,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-09,Camelot,305.45,463.2,55.6,1.51
2041-08-09,Avalon,305.75,270.8,83.0,1.89
2041-08-09,Dragonstone,302.85,322.9,88.5,1.86
2041-08-09,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-09,Atlantis,306.15,251.7,65.6,1.16
2041-08-09,Pandora,310.75,418.8,58.1,1.46
2041-08-09,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-09,Rivendell,303.35,460.3,94.9,1.52
2041-08-09,Eldoria,296.35,221.8,69.0,0.87
2041-08-09,Starling City,304.95,333.7,76.2,0.96
2041-08-09,Winterfell,305.35,350.4,54.8,0.94
2041-08-09,Gotham,300.35,126.2,77.5,0.82
2041-08-09,Zion,296.85,86.1,86.4,1.26
2041-08-09,Atlantis,306.15,251.7,65.6,1.16
2041-08-09,Olympus,303.45,75.4,50.8,1.3
2041-08-09,Neverland,307.75,40.0,51.1,1.79
2041-08-09,Emerald City,301.95,59.7,49.0,1.19
2041-08-09,Narnia,294.85,212.3,51.2,0.91
2041-08-09,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-09,Wakanda,297.35,85.3,84.9,1.59
2041-08-09,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-09,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-09,Neverland,307.75,40.0,51.1,1.79
2041-08-09,Pandora,308.04999999999995,250.8,66.2,1.94
2041-08-09,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-09,Pandora,310.75,418.8,58.1,1.46
2041-08-09,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-09,Atlantis,297.25,104.9,60.2,1.35
2041-08-09,Gotham,305.15,49.7,54.9,2.23
2041-08-09,Rivendell,308.35,334.2,83.0,0.66
2041-08-09,Camelot,304.75,432.0,71.1,0.83
2041-08-09,Winterfell,293.75,297.0,76.4,0.73
2041-08-09,Eldoria,294.65,85.1,48.7,2.12
2041-08-09,Olympus,298.65,159.4,86.1,1.17
2041-08-09,Metropolis,298.85,103.7,65.9,0.61
2041-08-09,Arcadia,295.85,370.7,68.0,1.54
2041-08-09,Elysium,297.65,355.7,75.9,0.9
2041-08-09,Shangri-La,298.85,120.3,86.1,1.28
2041-08-09,Starling City,297.45,240.0,72.8,1.79
2041-08-09,Shangri-La,310.95,120.2,91.4,1.86
2041-08-09,Metropolis,298.85,103.7,65.9,0.61
2041-08-09,Elysium,297.65,355.7,75.9,0.9
2041-08-09,Camelot,304.75,432.0,71.1,0.83
2041-08-09,Asgard,307.75,324.8,56.3,1.55
2041-08-09,Valhalla,307.45,490.0,62.0,0.59
2041-08-09,Narnia,294.85,212.3,51.2,0.91
2041-08-09,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-09,Wakanda,297.35,85.3,84.9,1.59
2041-08-09,Arcadia,295.85,370.7,68.0,1.54
2041-08-09,Asgard,307.75,324.8,56.3,1.55
2041-08-09,Zion,296.85,86.1,86.4,1.26
2041-08-09,Emerald City,301.95,59.7,49.0,1.19
2041-08-09,El Dorado,301.85,370.6,71.9,1.46
2041-08-09,Avalon,310.65,452.9,55.8,2.11
2041-08-09,Valhalla,307.45,490.0,62.0,0.59
2041-08-09,Shangri-La,298.85,120.3,86.1,1.28
2041-08-09,Avalon,310.65,452.9,55.8,2.11
2041-08-09,Shangri-La,310.95,120.2,91.4,1.86
2041-08-09,Gotham,300.35,126.2,77.5,0.82
2041-08-09,Metropolis,309.35,174.2,65.3,1.87
2041-08-09,Rivendell,303.35,460.3,94.9,1.52
2041-08-09,Gotham,300.35,126.2,77.5,0.82
2041-08-09,Metropolis,298.85,103.7,65.9,0.61
2041-08-09,Arcadia,295.85,370.7,68.0,1.54
2041-08-09,Elysium,297.65,355.7,75.9,0.9
2041-08-09,Shangri-La,298.85,120.3,86.1,1.28
2041-08-09,Avalon,310.65,452.9,55.8,2.11
2041-08-09,Valhalla,307.45,490.0,62.0,0.59
2041-08-09,El Dorado,301.85,370.6,71.9,1.46
2041-08-09,El Dorado,301.85,370.6,71.9,1.46
2041-08-09,Zion,296.85,86.1,86.4,1.26
2041-08-09,Pandora,310.75,418.8,58.1,1.46
2041-08-09,Asgard,307.75,324.8,56.3,1.55
2041-08-09,Wakanda,297.35,85.3,84.9,1.59
2041-08-09,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-09,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-09,Neverland,307.75,40.0,51.1,1.79
2041-08-09,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-09,Arcadia,309.85,40.0,50.3,1.02
2041-08-09,Atlantis,297.25,104.9,60.2,1.35
2041-08-09,Eldoria,294.65,85.1,48.7,2.12
2041-08-09,Gotham,305.15,49.7,54.9,2.23
2041-08-09,Rivendell,308.35,334.2,83.0,0.66
2041-08-09,Winterfell,293.75,297.0,76.4,0.73
2041-08-09,Olympus,298.65,159.4,86.1,1.17
2041-08-09,Starling City,297.45,240.0,72.8,1.79
2041-08-09,Metropolis,298.85,103.7,65.9,0.61
2041-08-09,Arcadia,295.85,370.7,68.0,1.54
2041-08-09,Elysium,297.65,355.7,75.9,0.9
2041-08-09,Valhalla,307.45,490.0,62.0,0.59
2041-08-09,Avalon,310.65,452.9,55.8,2.11
2041-08-09,Camelot,304.75,432.0,71.1,0.83
2041-08-09,Shangri-La,298.85,120.3,86.1,1.28
2041-08-09,Narnia,294.85,212.3,51.2,0.91
2041-08-09,Emerald City,301.95,59.7,49.0,1.19
2041-08-09,Zion,296.85,86.1,86.4,1.26
2041-08-09,Valhalla,305.04999999999995,346.5,57.4,0.9
2041-08-09,Elysium,302.85,225.1,55.5,2.06
2041-08-09,Wakanda,297.35,85.3,84.9,1.59
2041-08-09,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-09,Emerald City,301.95,59.7,49.0,1.19
2041-08-09,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-09,Pandora,310.75,418.8,58.1,1.46
2041-08-09,Neverland,307.75,40.0,51.1,1.79
2041-08-09,Atlantis,306.15,251.7,65.6,1.16
2041-08-09,Rivendell,303.35,460.3,94.9,1.52
2041-08-09,Winterfell,305.35,350.4,54.8,0.94
2041-08-09,Starling City,304.95,333.7,76.2,0.96
2041-08-09,Eldoria,296.35,221.8,69.0,0.87
2041-08-09,Camelot,304.75,432.0,71.1,0.83
2041-08-09,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-09,Avalon,305.75,270.8,83.0,1.89
2041-08-09,Narnia,294.85,212.3,51.2,0.91
2041-08-09,Olympus,303.45,75.4,50.8,1.3
2041-08-09,Asgard,307.75,324.8,56.3,1.55
2041-08-09,Rivendell,303.35,460.3,94.9,1.52
2041-08-09,El Dorado,307.54999999999995,206.0,50.1,0.62
2041-08-09,Zion,305.95,84.9,67.9,1.97
2041-08-09,Pandora,308.04999999999995,250.8,66.2,1.94
2041-08-09,Asgard,293.85,203.3,64.8,1.84
2041-08-09,Wakanda,307.25,66.5,78.2,1.97
2041-08-09,Dragonstone,302.85,322.9,88.5,1.86
2041-08-09,Camelot,305.45,463.2,55.6,1.51
2041-08-09,Emerald City,300.75,170.4,51.7,1.01
2041-08-09,Hogsmeade,298.85,37.9,87.5,2.11
2041-08-09,Neverland,299.54999999999995,182.1,69.2,1.98
2041-08-09,Mystic Falls,297.25,133.6,50.1,0.78
2041-08-09,Atlantis,306.15,251.7,65.6,1.16
2041-08-09,Gotham,300.35,126.2,77.5,0.82
2041-08-09,Narnia,305.45,133.3,70.6,2.17
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Metropolis,298.85,103.7,65.9,0.61
2041-08-10,Arcadia,295.85,370.7,68.0,1.54
2041-08-10,Elysium,297.65,355.7,75.9,0.9
2041-08-10,Shangri-La,298.85,120.3,86.1,1.28
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-10,Elysium,297.65,355.7,75.9,0.9
2041-08-10,Shangri-La,298.85,120.3,86.1,1.28
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Metropolis,298.85,103.7,65.9,0.61
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Arcadia,295.85,370.7,68.0,1.54
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Shangri-La,298.85,120.3,86.1,1.28
2041-08-10,Arcadia,295.85,370.7,68.0,1.54
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Metropolis,298.85,103.7,65.9,0.61
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Emerald City,301.95,59.7,49.0,1.19
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,El Dorado,301.85,370.6,71.9,1.46
2041-08-10,Zion,296.85,86.1,86.4,1.26
2041-08-10,Pandora,310.75,418.8,58.1,1.46
2041-08-10,Asgard,307.75,324.8,56.3,1.55
2041-08-10,Wakanda,297.35,85.3,84.9,1.59
2041-08-10,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-10,Camelot,304.75,432.0,71.1,0.83
2041-08-10,Narnia,294.85,212.3,51.2,0.91
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,Winterfell,293.75,297.0,76.4,0.73
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Avalon,310.65,452.9,55.8,2.11
2041-08-10,Shangri-La,298.85,120.3,86.1,1.28
2041-08-10,Rivendell,308.35,334.2,83.0,0.66
2041-08-10,Gotham,305.15,49.7,54.9,2.23
2041-08-10,Atlantis,297.25,104.9,60.2,1.35
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-10,Elysium,297.65,355.7,75.9,0.9
2041-08-10,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-10,Valhalla,307.45,490.0,62.0,0.59
2041-08-10,Neverland,307.75,40.0,51.1,1.79
2041-08-10,Starling City,297.45,240.0,72.8,1.79
2041-08-10,Eldoria,294.65,85.1,48.7,2.12
2041-08-10,Olympus,298.65,159.4,86.1,1.17
2041-08-10,Metropolis,298.85,103.7,65.9,0.61
2041-08-10,Arcadia,295.85,370.7,68.0,1.54
2041-08-10,Elysium,297.65,355.7,75.9,0.9
2041-08-10,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Narnia,294.85,212.3,51.2,0.91
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Atlantis,297.25,104.9,60.2,1.35
2041-08-11,Wakanda,297.35,85.3,84.9,1.59
2041-08-11,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-11,Narnia,294.85,212.3,51.2,0.91
2041-08-11,Shangri-La,298.85,120.3,86.1,1.28
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-11,Zion,296.85,86.1,86.4,1.26
2041-08-11,Metropolis,298.85,103.7,65.9,0.61
2041-08-11,Olympus,298.65,159.4,86.1,1.17
2041-08-11,Eldoria,294.65,85.1,48.7,2.12
2041-08-11,Starling City,297.45,240.0,72.8,1.79
2041-08-11,Winterfell,293.75,297.0,76.4,0.73
2041-08-11,Rivendell,308.35,334.2,83.0,0.66
2041-08-11,Gotham,305.15,49.7,54.9,2.23
2041-08-11,Atlantis,297.25,104.9,60.2,1.35
2041-08-11,Asgard,307.75,324.8,56.3,1.55
2041-08-11,Zion,296.85,86.1,86.4,1.26
2041-08-11,Valhalla,307.45,490.0,62.0,0.59
2041-08-11,Shangri-La,298.85,120.3,86.1,1.28
2041-08-11,Elysium,297.65,355.7,75.9,0.9
2041-08-11,Arcadia,295.85,370.7,68.0,1.54
2041-08-11,Metropolis,298.85,103.7,65.9,0.61
2041-08-11,Olympus,298.65,159.4,86.1,1.17
2041-08-11,Pandora,310.75,418.8,58.1,1.46
2041-08-11,Eldoria,294.65,85.1,48.7,2.12
2041-08-11,Winterfell,293.75,297.0,76.4,0.73
2041-08-11,Rivendell,308.35,334.2,83.0,0.66
2041-08-11,Gotham,305.15,49.7,54.9,2.23
2041-08-11,Atlantis,297.25,104.9,60.2,1.35
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,El Dorado,301.85,370.6,71.9,1.46
2041-08-11,Starling City,297.45,240.0,72.8,1.79
2041-08-11,Avalon,310.65,452.9,55.8,2.11
2041-08-11,Elysium,297.65,355.7,75.9,0.9
2041-08-11,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Shangri-La,298.85,120.3,86.1,1.28
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Narnia,294.85,212.3,51.2,0.91
2041-08-11,Dragonstone,303.54999999999995,28.2,83.9,1.59
2041-08-11,Wakanda,297.35,85.3,84.9,1.59
2041-08-11,Asgard,307.75,324.8,56.3,1.55
2041-08-11,Pandora,310.75,418.8,58.1,1.46
2041-08-11,Zion,296.85,86.1,86.4,1.26
2041-08-11,El Dorado,301.85,370.6,71.9,1.46
2041-08-11,Arcadia,295.85,370.7,68.0,1.54
2041-08-11,Camelot,304.75,432.0,71.1,0.83
2041-08-11,Avalon,310.65,452.9,55.8,2.11
2041-08-11,Valhalla,307.45,490.0,62.0,0.59
2041-08-11,Elysium,297.65,355.7,75.9,0.9
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Atlantis,297.25,104.9,60.2,1.35
2041-08-11,Wakanda,297.35,85.3,84.9,1.59
2041-08-11,Asgard,307.75,324.8,56.3,1.55
2041-08-11,Pandora,310.75,418.8,58.1,1.46
2041-08-11,Gotham,305.15,49.7,54.9,2.23
2041-08-11,Metropolis,298.85,103.7,65.9,0.61
2041-08-11,Rivendell,308.35,334.2,83.0,0.66
2041-08-11,Starling City,297.45,240.0,72.8,1.79
2041-08-11,Eldoria,294.65,85.1,48.7,2.12
2041-08-11,Olympus,298.65,159.4,86.1,1.17
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Arcadia,295.85,370.7,68.0,1.54
2041-08-11,Narnia,294.85,212.3,51.2,0.91
2041-08-11,Winterfell,293.75,297.0,76.4,0.73
2041-08-11,Camelot,304.75,432.0,71.1,0.83
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Valhalla,307.45,490.0,62.0,0.59
2041-08-11,Avalon,310.65,452.9,55.8,2.11
2041-08-11,Camelot,304.75,432.0,71.1,0.83
2041-08-11,El Dorado,301.85,370.6,71.9,1.46
2041-08-11,Zion,296.85,86.1,86.4,1.26
2041-08-11,Elysium,297.65,355.7,75.9,0.9
2041-08-11,Atlantis,297.25,104.9,60.2,1.35
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Narnia,294.85,212.3,51.2,0.91
2041-08-11,Emerald City,301.95,59.7,49.0,1.19
2041-08-11,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Zion,296.85,86.1,86.4,1.26
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Arcadia,295.85,370.7,68.0,1.54
2041-08-11,Olympus,298.65,159.4,86.1,1.17
2041-08-11,Hogsmeade,302.85,351.7,57.7,0.88
2041-08-11,Neverland,307.75,40.0,51.1,1.79
2041-08-11,Mystic Falls,306.85,259.5,53.9,1.26
2041-08-11,Dragonstone,303.54999999999995,28.2,83.9,1.59
